2-6-2021
23:19:05,7,1,WHR
23:19:06,7,1,WHR
23:19:07,62,2,WHR
23:19:08,62,3,WHR
23:19:09,62,4,WHR
23:19:10,62,5,WHR
23:19:11,62,6,WHR
23:19:12,62,7,WHR
23:19:13,62,8,WHR
23:19:14,62,9,WHR
23:19:15,62,10,WHR
23:19:16,62,11,WHR
23:19:17,62,12,WHR
23:19:18,62,13,WHR
23:19:19,62,14,WHR
23:19:20,62,15,WHR
23:19:21,62,16,WHR
23:19:22,62,17,WHR
23:19:23,62,18,WHR
23:19:24,62,19,WHR
23:19:25,62,20,WHR
23:19:26,62,21,WHR
23:19:27,62,22,WHR
23:19:28,62,23,WHR
23:19:29,62,25,WHR
23:19:30,62,26,WHR
23:19:31,62,27,WHR
23:19:32,62,28,WHR
23:19:33,62,29,WHR
23:19:34,62,30,WHR
23:19:35,62,31,WHR
23:19:36,62,32,WHR
23:19:37,62,33,WHR
23:19:38,62,34,WHR
23:19:39,62,35,WHR
23:19:40,62,36,WHR
23:19:41,62,37,WHR
23:19:42,62,38,WHR
23:19:43,62,39,WHR
23:19:44,62,40,WHR
23:19:45,62,41,WHR
23:19:46,62,42,WHR
23:19:47,62,43,WHR
23:19:48,62,44,WHR
23:19:49,62,45,WHR
23:19:50,62,46,WHR
23:19:51,62,47,WHR
23:19:52,62,49,WHR
23:19:53,62,50,WHR
23:19:54,62,51,WHR
23:19:55,62,52,WHR
23:19:56,62,53,WHR
23:19:57,62,54,WHR
23:19:58,62,55,WHR
23:19:59,62,56,WHR
23:20:00,62,57,WHR
23:20:01,62,58,WHR
23:20:02,62,59,WHR
23:20:03,62,60,WHR
23:20:04,62,61,WHR
23:20:05,62,62,WHR
23:20:06,62,63,WHR
23:20:07,62,64,WHR
23:20:08,62,65,WHR
23:20:09,62,66,WHR
23:20:10,62,67,WHR
23:20:11,62,68,WHR
23:20:12,62,69,WHR
23:20:13,62,70,WHR
23:20:14,62,71,WHR
23:20:15,62,73,WHR
23:20:16,62,74,WHR
23:20:17,62,75,WHR
23:20:18,62,76,WHR
23:20:19,62,77,WHR
23:20:20,62,78,WHR
23:20:21,62,79,WHR
23:20:22,62,80,WHR
23:20:23,62,81,WHR
23:20:24,62,82,WHR
